"Age","Gender","Education_Level","Job_Title","Years_of_Experience","Salary","Country","Race","Senior"
"35.0","Female",2,"Full_Stack_Engineer","11.0","151078.0","Canada","Black",0
"31.0","Male",1,"Back_end_Developer","8.0","100679.0","China","Chinese",0
"43.0","Male",2,"Full_Stack_Engineer","20.0","167924.0","Australia","Australian",0
"33.0","Female",2,"Project_Engineer","10.0","113334.0","China","White",0
"52.0","Female",3,"Software_Engineer_Manager","29.0","194778.0","Canada","White",0
"28.0","Male",1,"Full_Stack_Engineer","4.0","77606.0","China","Korean",0
"36.0","Female",2,"Software_Engineer","13.0","140010.0","China","White",0
"43.0","Male",1,"Project_Engineer","20.0","142421.0","USA","White",0
"50.0","Female",2,"Full_Stack_Engineer","24.0","192756.0","China","Korean",0
"24.0","Male",3,"Software_Engineer_Manager","1.0","106686.0","Australia","Asian",0
"52.0","Male",2,"Software_Engineer","27.0","186794.0","China","White",0
"46.0","Female",1,"Back_end_Developer","19.0","150729.0","Canada","White",0
"38.0","Male",2,"Full_Stack_Engineer","15.0","171652.0","UK","White",0
"29.0","Male",1,"Project_Engineer","6.0","88552.0","USA","Asian",0
"33.0","Female",2,"Front_end_Developer","9.0","119918.0","USA","Asian",0
"47.0","Male",3,"Software_Engineer_Manager","21.0","174985.0","China","Korean",0
"45.0","Female",2,"Software_Engineer","23.0","174336.0","Canada","Asian",0
"28.0","Male",1,"Back_end_Developer","4.0","72389.0","Canada","White",0
"42.0","Female",2,"Full_Stack_Engineer","14.0","163978.0","China","Chinese",0
"46.0","Male",1,"Project_Engineer","25.0","166958.0","UK","Welsh",0
"38.0","Female",3,"Software_Engineer_Manager","15.0","145052.0","USA","Asian",0
"54.0","Male",2,"Software_Engineer","32.0","195270.0","China","White",0
"33.0","Female",2,"Full_Stack_Engineer","8.0","122970.0","Canada","White",0
"27.0","Male",0,"Back_end_Developer","4.0","80247.0","Australia","White",0
"50.0","Female",1,"Project_Engineer","25.0","177862.0","UK","Mixed",0
"26.0","Male",2,"Full_Stack_Engineer","4.0","91062.0","USA","African_American",0
"31.0","Female",2,"Software_Engineer","6.0","114290.0","Australia","Asian",0
"35.0","Male",1,"Front_end_Developer","10.0","128999.0","China","Korean",0
"44.0","Female",3,"Software_Engineer_Manager","18.0","162454.0","China","White",0
"32.0","Male",2,"Project_Engineer","8.0","122354.0","USA","African",0
"54.0","Male",1,"Full_Stack_Engineer","25.0","179756.0","UK","Welsh",0
"26.0","Female",2,"Front_end_Developer","3.0","73218.0","Canada","White",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52612.0","UK","Mixed",0
"48.0","Female",2,"Software_Engineer","24.0","184480.0","Canada","Black",0
"38.0","Male",1,"Back_end_Developer","12.0","132442.0","UK","Welsh",0
"30.0","Female",2,"Full_Stack_Engineer","5.0","102828.0","Australia","White",0
"40.0","Male",2,"Software_Engineer_Manager","16.0","150301.0","Canada","Asian",0
"45.0","Female",1,"Project_Engineer","22.0","171468.0","China","Korean",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","147326.0","UK","Asian",0
"52.0","Male",3,"Software_Engineer_Manager","26.0","185982.0","China","White",0
"31.0","Female",1,"Software_Engineer","7.0","108267.0","Canada","White",0
"26.0","Male",2,"Full_Stack_Engineer","4.0","91397.0","UK","Welsh",0
"30.0","Female",2,"Project_Engineer","5.0","100867.0","China","Chinese",0
"24.0","Male",1,"Back_end_Developer","2.0","64182.0","China","White",0
"45.0","Male",2,"Software_Engineer","22.0","182506.0","UK","Asian",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","136986.0","Australia","White",0
"38.0","Male",1,"Front_end_Developer","11.0","136662.0","Australia","Australian",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191510.0","USA","White",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","UK","Asian",0
"28.0","Female",1,"Project_Engineer","3.0","70397.0","USA","Hispanic",0
"34.0","Male",2,"Software_Engineer_Manager","9.0","146075.0","USA","White",0
"46.0","Female",1,"Back_end_Developer","18.0","155795.0","UK","Mixed",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","132638.0","China","Korean",0
"49.0","Female",3,"Software_Engineer_Manager","22.0","178684.0","UK","Welsh",0
"32.0","Male",1,"Software_Engineer","7.0","106218.0","USA","White",0
"54.0","Male",2,"Full_Stack_Engineer","28.0","191239.0","USA","African_American",0
"26.0","Female",2,"Front_end_Developer","2.0","65840.0","UK","Asian",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52779.0","Canada","Asian",0
"48.0","Female",2,"Software_Engineer","23.0","185038.0","Canada","Asian",0
"38.0","Male",1,"Back_end_Developer","14.0","136449.0","UK","White",0
"30.0","Female",2,"Full_Stack_Engineer","6.0","110707.0","China","Korean",0
"40.0","Male",2,"Software_Engineer_Manager","17.0","151670.0","Canada","Black",0
"45.0","Female",1,"Project_Engineer","21.0","167015.0","UK","Asian",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","146508.0","USA","Hispanic",0
"52.0","Male",3,"Software_Engineer_Manager","27.0","190596.0","UK","Asian",0
"31.0","Female",1,"Software_Engineer","6.0","104378.0","UK","Welsh",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","70216.0","USA","White",0
"30.0","Female",2,"Project_Engineer","5.0","101733.0","USA","White",0
"24.0","Male",1,"Back_end_Developer","1.0","55935.0","UK","Asian",0
"45.0","Male",2,"Software_Engineer","21.0","180367.0","China","Korean",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","135596.0","UK","Asian",0
"38.0","Male",1,"Front_end_Developer","11.0","136062.0","USA","White",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191267.0","Australia","Asian",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","UK","White",0
"28.0","Female",1,"Project_Engineer","3.0","70397.0","Australia","White",0
"34.0","Male",2,"Software_Engineer_Manager","9.0","146075.0","Australia","Australian",0
"46.0","Female",1,"Back_end_Developer","18.0","155795.0","China","White",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","132638.0","China","White",0
"49.0","Female",3,"Software_Engineer_Manager","22.0","178684.0","Canada","Asian",0
"32.0","Male",1,"Software_Engineer","7.0","106218.0","Australia","Australian",0
"54.0","Male",2,"Full_Stack_Engineer","28.0","191239.0","Australia","Australian",0
"26.0","Female",2,"Front_end_Developer","2.0","65840.0","Canada","Black",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52779.0","China","Korean",0
"48.0","Female",2,"Software_Engineer","23.0","185038.0","USA","Hispanic",0
"38.0","Male",1,"Back_end_Developer","14.0","136449.0","China","Korean",0
"30.0","Female",2,"Full_Stack_Engineer","6.0","110707.0","UK","Welsh",0
"40.0","Male",2,"Software_Engineer_Manager","17.0","151670.0","Canada","White",0
"45.0","Female",1,"Project_Engineer","21.0","167015.0","China","White",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","146508.0","Canada","White",0
"52.0","Male",3,"Software_Engineer_Manager","27.0","190596.0","USA","African_American",0
"31.0","Female",1,"Software_Engineer","6.0","104378.0","USA","Asian",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","70216.0","UK","Welsh",0
"30.0","Female",2,"Project_Engineer","5.0","101733.0","China","White",0
"24.0","Male",1,"Back_end_Developer","1.0","55935.0","USA","Asian",0
"45.0","Male",2,"Software_Engineer","21.0","180367.0","USA","White",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","135596.0","China","Korean",0
"38.0","Male",1,"Front_end_Developer","11.0","136062.0","USA","Hispanic",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191267.0","USA","White",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","China","Chinese",0
"29.0","Female",1,"Full_Stack_Engineer","6.0","103579.0","Canada","Black",0
"45.0","Male",2,"Software_Engineer_Manager","19.0","163780.0","UK","Welsh",0
"36.0","Male",1,"Front_end_Developer","12.0","137878.0","China","Chinese",0
"30.0","Female",2,"Project_Engineer","4.0","92438.0","Canada","Black",0
"28.0","Male",2,"Full_Stack_Engineer","5.0","84181.0","Canada","Asian",0
"46.0","Female",3,"Software_Engineer_Manager","21.0","174821.0","Canada","Asian",0
"34.0","Male",1,"Back_end_Developer","10.0","126520.0","China","Chinese",0
"44.0","Male",2,"Software_Engineer","18.0","152168.0","USA","White",0
"55.0","Female",3,"Software_Engineer_Manager","29.0","190543.0","China","Korean",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","131547.0","Canada","Asian",0
"54.0","Male",1,"Project_Engineer","28.0","192292.0","USA","African",0
"23.0","Female",0,"Back_end_Developer","1.0","52807.0","UK","White",0
"46.0","Male",2,"Software_Engineer","20.0","174938.0","USA","African",0
"33.0","Female",1,"Full_Stack_Engineer","8.0","124071.0","USA","Hispanic",0
"26.0","Male",2,"Front_end_Developer","3.0","73640.0","Canada","White",0
"43.0","Female",3,"Software_Engineer_Manager","19.0","156486.0","Australia","Asian",0
"36.0","Male",2,"Full_Stack_Engineer","11.0","138859.0","USA","White",0
"23.0","Female",1,"Project_Engineer","0.0","52831.0","China","White",0
"49.0","Male",2,"Software_Engineer_Manager","23.0","182392.0","USA","Asian",0
"35.0","Female",2,"Full_Stack_Engineer","11.0","151078.0","USA","Asian",0
"31.0","Male",1,"Back_end_Developer","8.0","100679.0","USA","White",0
"43.0","Male",2,"Full_Stack_Engineer","20.0","167924.0","Canada","Black",0
"33.0","Female",2,"Project_Engineer","10.0","113334.0","Canada","Asian",0
"52.0","Female",3,"Software_Engineer_Manager","29.0","194778.0","Canada","Asian",0
"28.0","Male",1,"Full_Stack_Engineer","4.0","77606.0","USA","White",0
"36.0","Female",2,"Software_Engineer","13.0","140010.0","Australia","White",0
"43.0","Male",1,"Project_Engineer","20.0","142421.0","Canada","Black",0
"50.0","Female",2,"Full_Stack_Engineer","24.0","192756.0","Canada","Asian",0
"24.0","Male",3,"Software_Engineer_Manager","1.0","106686.0","USA","White",0
"52.0","Male",2,"Software_Engineer","27.0","186794.0","China","Korean",0
"46.0","Female",1,"Back_end_Developer","19.0","150729.0","Australia","Asian",0
"38.0","Male",2,"Full_Stack_Engineer","15.0","171652.0","Australia","Asian",0
"29.0","Male",1,"Project_Engineer","6.0","88552.0","Canada","Black",0
"33.0","Female",2,"Front_end_Developer","9.0","119918.0","Australia","White",0
"47.0","Male",3,"Software_Engineer_Manager","21.0","174985.0","Australia","Asian",0
"45.0","Female",2,"Software_Engineer","23.0","174336.0","USA","Hispanic",0
"28.0","Male",1,"Back_end_Developer","4.0","72389.0","UK","Mixed",0
"42.0","Female",2,"Full_Stack_Engineer","14.0","163978.0","USA","Hispanic",0
"46.0","Male",1,"Project_Engineer","25.0","166958.0","Australia","White",0
"38.0","Female",3,"Software_Engineer_Manager","15.0","145052.0","Australia","Australian",0
"54.0","Male",2,"Software_Engineer","32.0","195270.0","UK","Asian",0
"33.0","Female",2,"Full_Stack_Engineer","8.0","122970.0","Australia","White",0
"27.0","Male",0,"Back_end_Developer","4.0","80247.0","UK","Asian",0
"50.0","Female",1,"Project_Engineer","25.0","177862.0","USA","African",0
"26.0","Male",2,"Full_Stack_Engineer","4.0","91062.0","Canada","Black",0
"31.0","Female",2,"Software_Engineer","6.0","114290.0","Australia","White",0
"35.0","Male",1,"Front_end_Developer","10.0","128999.0","Canada","Black",0
"44.0","Female",3,"Software_Engineer_Manager","18.0","162454.0","UK","Welsh",0
"32.0","Male",2,"Project_Engineer","8.0","122354.0","China","Korean",0
"54.0","Male",1,"Full_Stack_Engineer","25.0","179756.0","USA","African_American",0
"26.0","Female",2,"Front_end_Developer","3.0","73218.0","USA","Hispanic",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52612.0","USA","African_American",0
"48.0","Female",2,"Software_Engineer","24.0","184480.0","Australia","White",0
"38.0","Male",1,"Back_end_Developer","12.0","132442.0","UK","Asian",0
"30.0","Female",2,"Full_Stack_Engineer","5.0","102828.0","Canada","White",0
"40.0","Male",2,"Software_Engineer_Manager","16.0","150301.0","Australia","Australian",0
"45.0","Female",1,"Project_Engineer","22.0","171468.0","Australia","Asian",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","147326.0","China","White",0
"52.0","Male",3,"Software_Engineer_Manager","26.0","185982.0","China","Chinese",0
"31.0","Female",1,"Software_Engineer","7.0","108267.0","UK","Welsh",0
"26.0","Male",2,"Full_Stack_Engineer","4.0","91397.0","Australia","Australian",0
"30.0","Female",2,"Project_Engineer","5.0","100867.0","Australia","Australian",0
"24.0","Male",1,"Back_end_Developer","2.0","64182.0","USA","Hispanic",0
"45.0","Male",2,"Software_Engineer","22.0","182506.0","UK","White",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","136986.0","UK","Mixed",0
"38.0","Male",1,"Front_end_Developer","11.0","136662.0","Australia","White",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191510.0","UK","Welsh",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","Canada","Asian",0
"28.0","Female",1,"Project_Engineer","3.0","70397.0","USA","Asian",0
"34.0","Male",2,"Software_Engineer_Manager","9.0","146075.0","China","White",0
"46.0","Female",1,"Back_end_Developer","18.0","155795.0","Canada","Asian",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","132638.0","China","Korean",0
"49.0","Female",3,"Software_Engineer_Manager","22.0","178684.0","Australia","White",0
"32.0","Male",1,"Software_Engineer","7.0","106218.0","Australia","Asian",0
"54.0","Male",2,"Full_Stack_Engineer","28.0","191239.0","Canada","White",0
"26.0","Female",2,"Front_end_Developer","2.0","65840.0","USA","Asian",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52779.0","UK","Asian",0
"48.0","Female",2,"Software_Engineer","23.0","185038.0","Australia","Asian",0
"38.0","Male",1,"Back_end_Developer","14.0","136449.0","China","Korean",0
"30.0","Female",2,"Full_Stack_Engineer","6.0","110707.0","China","Chinese",0
"40.0","Male",2,"Software_Engineer_Manager","17.0","151670.0","USA","African_American",0
"45.0","Female",1,"Project_Engineer","21.0","167015.0","UK","White",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","146508.0","Australia","Asian",0
"52.0","Male",3,"Software_Engineer_Manager","27.0","190596.0","China","Chinese",0
"31.0","Female",1,"Software_Engineer","6.0","104378.0","USA","African",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","70216.0","China","Korean",0
"30.0","Female",2,"Project_Engineer","5.0","101733.0","China","Chinese",0
"24.0","Male",1,"Back_end_Developer","1.0","55935.0","UK","White",0
"45.0","Male",2,"Software_Engineer","21.0","180367.0","UK","Asian",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","135596.0","UK","Welsh",0
"38.0","Male",1,"Front_end_Developer","11.0","136062.0","UK","Asian",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191267.0","Australia","White",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","UK","Asian",0
"28.0","Female",1,"Project_Engineer","3.0","70397.0","China","Korean",0
"34.0","Male",2,"Software_Engineer_Manager","9.0","146075.0","USA","Hispanic",0
"46.0","Female",1,"Back_end_Developer","18.0","155795.0","USA","White",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","132638.0","UK","White",0
"49.0","Female",3,"Software_Engineer_Manager","22.0","178684.0","China","Chinese",0
"32.0","Male",1,"Software_Engineer","7.0","106218.0","Canada","White",0
"54.0","Male",2,"Full_Stack_Engineer","28.0","191239.0","Australia","Australian",0
"26.0","Female",2,"Front_end_Developer","2.0","65840.0","Australia","Australian",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52779.0","Australia","White",0
"48.0","Female",2,"Software_Engineer","23.0","185038.0","USA","White",0
"38.0","Male",1,"Back_end_Developer","14.0","136449.0","Canada","White",0
"30.0","Female",2,"Full_Stack_Engineer","6.0","110707.0","Canada","Asian",0
"40.0","Male",2,"Software_Engineer_Manager","17.0","151670.0","USA","African_American",0
"45.0","Female",1,"Project_Engineer","21.0","167015.0","Canada","White",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","146508.0","China","Korean",0
"52.0","Male",3,"Software_Engineer_Manager","27.0","190596.0","USA","African_American",0
"31.0","Female",1,"Software_Engineer","6.0","104378.0","USA","Asian",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","70216.0","USA","African_American",0
"30.0","Female",2,"Project_Engineer","5.0","101733.0","Australia","Australian",0
"24.0","Male",1,"Back_end_Developer","1.0","55935.0","China","Korean",0
"45.0","Male",2,"Software_Engineer","21.0","180367.0","UK","Mixed",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","135596.0","Australia","Australian",0
"38.0","Male",1,"Front_end_Developer","11.0","136062.0","China","White",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191267.0","Australia","Australian",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","Australia","White",0
"29.0","Female",1,"Full_Stack_Engineer","6.0","103579.0","Australia","Australian",0
"45.0","Male",2,"Software_Engineer_Manager","19.0","163780.0","China","Korean",0
"36.0","Male",1,"Front_end_Developer","12.0","137878.0","UK","Mixed",0
"30.0","Female",2,"Project_Engineer","4.0","92438.0","USA","Hispanic",0
"28.0","Male",2,"Full_Stack_Engineer","5.0","84181.0","UK","White",0
"46.0","Female",3,"Software_Engineer_Manager","21.0","174821.0","UK","White",0
"34.0","Male",1,"Back_end_Developer","10.0","126520.0","USA","African_American",0
"44.0","Male",2,"Software_Engineer","18.0","152168.0","UK","Welsh",0
"55.0","Female",3,"Software_Engineer_Manager","29.0","190543.0","USA","White",0
"35.0","Male",2,"Full_Stack_Engineer","9.0","131547.0","China","Chinese",0
"54.0","Male",1,"Project_Engineer","28.0","192292.0","UK","Mixed",0
"23.0","Female",0,"Back_end_Developer","1.0","52807.0","Australia","White",0
"46.0","Male",2,"Software_Engineer","20.0","174938.0","China","White",0
"33.0","Female",1,"Full_Stack_Engineer","8.0","124071.0","China","Korean",0
"26.0","Male",2,"Front_end_Developer","3.0","73640.0","UK","Asian",0
"43.0","Female",3,"Software_Engineer_Manager","19.0","156486.0","USA","African_American",0
"36.0","Male",2,"Full_Stack_Engineer","11.0","138859.0","Canada","White",0
"23.0","Female",1,"Project_Engineer","0.0","52831.0","USA","Asian",0
"49.0","Male",2,"Software_Engineer_Manager","23.0","182392.0","UK","Asian",0
"35.0","Female",2,"Full_Stack_Engineer","11.0","151078.0","Canada","White",0
"31.0","Male",1,"Back_end_Developer","8.0","100679.0","Canada","White",0
"43.0","Male",2,"Full_Stack_Engineer","20.0","167924.0","UK","Asian",0
"33.0","Female",2,"Project_Engineer","10.0","113334.0","Canada","White",0
"52.0","Female",3,"Software_Engineer_Manager","29.0","194778.0","UK","Welsh",0
"28.0","Male",1,"Full_Stack_Engineer","4.0","77606.0","UK","Mixed",0
"36.0","Female",2,"Software_Engineer","13.0","140010.0","USA","Asian",0
"43.0","Male",1,"Project_Engineer","20.0","142421.0","Canada","Black",0
"50.0","Female",2,"Full_Stack_Engineer","24.0","192756.0","Canada","Asian",0
"24.0","Male",3,"Software_Engineer_Manager","1.0","106686.0","Australia","Asian",0
"52.0","Male",2,"Software_Engineer","27.0","186794.0","China","White",0
"46.0","Female",1,"Back_end_Developer","19.0","150729.0","USA","Asian",0
"38.0","Male",2,"Full_Stack_Engineer","15.0","171652.0","UK","Welsh",0
"29.0","Male",1,"Project_Engineer","6.0","88552.0","USA","Hispanic",0
"33.0","Female",2,"Front_end_Developer","9.0","119918.0","USA","Asian",0
"47.0","Male",3,"Software_Engineer_Manager","21.0","174985.0","UK","Mixed",0
"45.0","Female",2,"Software_Engineer","23.0","174336.0","Australia","Asian",0
"28.0","Male",1,"Back_end_Developer","4.0","72389.0","China","Chinese",0
"42.0","Female",2,"Full_Stack_Engineer","14.0","163978.0","Canada","Black",0
"46.0","Male",1,"Project_Engineer","25.0","166958.0","UK","Asian",0
"38.0","Female",3,"Software_Engineer_Manager","15.0","145052.0","UK","Welsh",0
"54.0","Male",2,"Software_Engineer","32.0","195270.0","Canada","Asian",0
"33.0","Female",2,"Full_Stack_Engineer","8.0","122970.0","Australia","White",0
"27.0","Male",0,"Back_end_Developer","4.0","80247.0","Australia","Australian",0
"50.0","Female",1,"Project_Engineer","25.0","177862.0","Canada","White",0
"26.0","Male",2,"Full_Stack_Engineer","4.0","91062.0","China","Korean",0
"31.0","Female",2,"Software_Engineer","6.0","114290.0","Canada","Asian",0
"35.0","Male",1,"Front_end_Developer","10.0","128999.0","USA","Asian",0
"44.0","Female",3,"Software_Engineer_Manager","18.0","162454.0","USA","African_American",0
"32.0","Male",2,"Project_Engineer","8.0","122354.0","Canada","White",0
"54.0","Male",1,"Full_Stack_Engineer","25.0","179756.0","UK","Mixed",0
"26.0","Female",2,"Front_end_Developer","3.0","73218.0","Canada","White",0
"23.0","Male",3,"Software_Engineer_Manager","0.0","52612.0","UK","White",0
"48.0","Female",2,"Software_Engineer","23.0","185038.0","Canada","White",0
"38.0","Male",1,"Back_end_Developer","12.0","132442.0","UK","Asian",0
"30.0","Female",2,"Full_Stack_Engineer","5.0","102828.0","USA","Hispanic",0
"40.0","Male",2,"Software_Engineer_Manager","16.0","150301.0","Canada","Black",0
"45.0","Female",1,"Project_Engineer","22.0","171468.0","Canada","Black",0
"36.0","Male",2,"Full_Stack_Engineer","13.0","147326.0","Australia","Australian",0
"52.0","Male",3,"Software_Engineer_Manager","26.0","185982.0","Canada","Asian",0
"31.0","Female",1,"Software_Engineer","7.0","108267.0","Australia","Australian",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","91397.0","Canada","Black",0
"30.0","Female",2,"Project_Engineer","5.0","100867.0","Canada","Black",0
"24.0","Male",1,"Back_end_Developer","2.0","64182.0","UK","Asian",0
"45.0","Male",2,"Software_Engineer","22.0","182506.0","USA","African",0
"33.0","Female",2,"Full_Stack_Engineer","9.0","136986.0","Australia","Asian",0
"38.0","Male",1,"Front_end_Developer","11.0","136662.0","USA","Hispanic",0
"54.0","Female",3,"Software_Engineer_Manager","32.0","191510.0","China","Chinese",0
"42.0","Male",2,"Full_Stack_Engineer","19.0","177347.0","UK","Welsh",0
"28.0","Female",1,"Project_Engineer","4.0","82944.0","China","Chinese",0
"48.0","Male",3,"Software_Engineer_Manager","23.0","188288.0","Canada","Black",0
"36.0","Female",2,"Software_Engineer","14.0","141090.0","UK","Mixed",0
"43.0","Male",1,"Full_Stack_Engineer","19.0","152726.0","Australia","Australian",0
"33.0","Female",2,"Back_end_Developer","9.0","124141.0","Australia","Australian",0
"26.0","Male",1,"Front_end_Developer","3.0","67556.0","Canada","Asian",0
"50.0","Female",2,"Project_Engineer","22.0","182768.0","China","Chinese",0
"41.0","Male",3,"Software_Engineer_Manager","15.0","148727.0","UK","Asian",0
"29.0","Female",1,"Full_Stack_Engineer","6.0","91903.0","USA","Asian",0
"38.0","Male",2,"Software_Engineer","14.0","147708.0","USA","White",0
"48.0","Female",1,"Project_Engineer","21.0","163209.0","Australia","Australian",0
"31.0","Male",2,"Full_Stack_Engineer","8.0","120288.0","China","White",0
"45.0","Male",3,"Software_Engineer_Manager","21.0","170226.0","UK","Welsh",0
"35.0","Female",2,"Software_Engineer","11.0","134979.0","China","Chinese",0
"42.0","Male",1,"Back_end_Developer","16.0","137489.0","UK","Mixed",0
"27.0","Female",2,"Full_Stack_Engineer","4.0","83577.0","China","Korean",0
"33.0","Male",1,"Front_end_Developer","9.0","117904.0","Canada","White",0
"36.0","Female",2,"Project_Engineer","11.0","134482.0","China","Korean",0
"54.0","Male",3,"Software_Engineer_Manager","30.0","184660.0","Australia","Australian",0
"30.0","Female",1,"Software_Engineer","5.0","100151.0","UK","Mixed",0
"26.0","Male",2,"Full_Stack_Engineer","3.0","88678.0","USA","Asian",0
"45.0","Female",3,"Project_Engineer","21.0","181285.0","Canada","White",0
"38.0","Male",2,"Software_Engineer_Manager","16.0","154990.0","USA","White",0
"31.0","Female",1,"Full_Stack_Engineer","7.0","108204.0","Canada","Black",0
"42.0","Male",2,"Software_Engineer","19.0","175684.0","Canada","Black",0
"28.0","Female",1,"Back_end_Developer","5.0","77766.0","USA","Hispanic",0
"48.0","Male",3,"Software_Engineer_Manager","24.0","192211.0","China","Chinese",0
"36.0","Female",2,"Full_Stack_Engineer","13.0","144647.0","Canada","Black",0
"43.0","Male",1,"Project_Engineer","20.0","162231.0","China","Chinese",0
"33.0","Female",2,"Front_end_Developer","9.0","121120.0","Canada","Asian",0
"26.0","Male",1,"Full_Stack_Engineer","4.0","79652.0","Canada","White",0
"50.0","Female",2,"Software_Engineer","21.0","177002.0","Canada","Black",0
"27.0","Male",2,"Back_end_Developer","5.0","87584.0","UK","White",0
"38.0","Female",1,"Project_Engineer","13.0","131860.0","China","Chinese",0
"54.0","Male",3,"Software_Engineer_Manager","28.0","182013.0","USA","African_American",0
"31.0","Female",2,"Full_Stack_Engineer","7.0","108799.0","China","White",0
"36.0","Male",1,"Software_Engineer","13.0","135378.0","Canada","Black",0
"45.0","Female",2,"Software_Engineer_Manager","22.0","183530.0","USA","Asian",0
"42.0","Male",1,"Back_end_Developer","18.0","150901.0","UK","Welsh",0
"28.0","Female",2,"Full_Stack_Engineer","4.0","82697.0","UK","White",0
"48.0","Male",3,"Software_Engineer","26.0","194638.0","UK","Asian",0
"36.0","Female",2,"Project_Engineer","12.0","130356.0","Australia","Asian",0
"43.0","Male",1,"Full_Stack_Engineer","18.0","152560.0","Australia","Australian",0
"33.0","Female",2,"Front_end_Developer","9.0","121432.0","Canada","White",0
"26.0","Male",1,"Back_end_Developer","2.0","63789.0","Canada","Black",0
"50.0","Female",2,"Software_Engineer","23.0","183690.0","China","Korean",0
"41.0","Male",3,"Software_Engineer_Manager","16.0","151310.0","Australia","Asian",0
"29.0","Female",1,"Full_Stack_Engineer","6.0","100358.0","Canada","White",0
"38.0","Male",2,"Software_Engineer","15.0","148437.0","UK","White",0
"48.0","Female",1,"Project_Engineer","22.0","168691.0","Australia","Asian",0
"28.0","Male",1,"Software_Developer","1.0","50000.0","USA","White",0
"32.0","Female",2,"Product_Manager","5.0","100000.0","Australia","Asian",0
"26.0","Male",1,"Software_Engineer","2.0","60000.0","Canada","White",0
"33.0","Female",2,"Data_Analyst","6.0","90000.0","USA","African",0
"29.0","Male",1,"Front_End_Developer","3.0","70000.0","USA","African_American",0
"42.0","Male",3,"Director_of_Data_Science","12.0","170000.0","Australia","White",0
"36.0","Female",2,"Data_Scientist","8.0","130000.0","Canada","White",0
"27.0","Male",1,"Software_Developer","1.0","50000.0","China","Chinese",0
"34.0","Female",2,"Product_Manager","7.0","120000.0","Australia","Asian",0
"29.0","Male",1,"Software_Engineer","4.0","80000.0","Australia","Australian",0
"41.0","Female",3,"Data_Scientist","16.0","200000.0","Canada","White",0
"34.0","Male",2,"Data_Analyst","8.0","100000.0","USA","Hispanic",0
"24.0","Female",1,"Software_Developer","2.0","55000.0","Canada","Asian",0
"36.0","Male",3,"Director_of_Data_Science","12.0","170000.0","USA","White",0
"30.0","Female",1,"Software_Engineer","5.0","90000.0","Canada","Asian",0
"29.0","Male",1,"Front_End_Developer","4.0","80000.0","Australia","Asian",0
"42.0","Male",2,"Product_Manager","14.0","180000.0","Australia","White",0
"26.0","Male",1,"Software_Developer","2.0","60000.0","USA","African",0
"35.0","Female",2,"Data_Analyst","9.0","120000.0","Australia","White",0
"27.0","Female",1,"Software_Engineer","3.0","70000.0","Canada","White",0
"48.0","Male",3,"Director_of_Data_Science","18.0","210000.0","UK","Mixed",0
"34.0","Male",2,"Data_Scientist","9.0","140000.0","Canada","White",0
"23.0","Female",1,"Software_Engineer","1.0","50000.0","Australia","Asian",0
"32.0","Male",2,"Product_Manager","7.0","110000.0","Canada","Black",0
"25.0","Female",2,"Software_Engineer","2.0","60000.0","Australia","Asian",0
